Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
736;29;8;1990;35;31;28;16;13
737;5;9;1990;35;33;31;6;2
738;12;9;1990;30;24;10;4;1
739;19;9;1990;42;38;24;17;8
740;26;9;1990;42;27;10;8;3
741;3;10;1990;27;20;17;16;15
742;10;10;1990;37;29;22;16;13
743;17;10;1990;31;24;23;9;1
744;24;10;1990;33;24;19;17;4
745;31;10;1990;31;26;22;12;3
746;7;11;1990;37;33;31;27;19
747;14;11;1990;42;31;22;18;7
748;21;11;1990;28;21;19;18;3
749;28;11;1990;38;36;22;12;5
750;5;12;1990;35;31;24;12;8
751;12;12;1990;25;19;9;5;4
752;19;12;1990;42;32;16;5;4
753;26;12;1990;42;36;16;8;7
754;2;1;1991;42;33;18;7;1
755;9;1;1991;37;30;17;12;3
756;16;1;1991;40;38;22;10;5
757;23;1;1991;30;27;20;16;15
758;30;1;1991;35;12;8;3;1
759;6;2;1991;41;29;28;21;4
760;13;2;1991;42;37;24;17;16
761;20;2;1991;37;33;30;20;17
762;27;2;1991;41;32;29;22;13
763;6;3;1991;41;40;27;26;1
764;13;3;1991;41;28;25;17;13
765;20;3;1991;39;36;32;11;3
766;27;3;1991;40;39;36;34;13
767;3;4;1991;39;29;25;19;2
768;10;4;1991;39;36;10;5;1
769;17;4;1991;41;26;22;5;2
770;24;4;1991;39;33;19;14;1
771;1;5;1991;31;17;11;9;6
772;8;5;1991;41;38;27;10;2
773;15;5;1991;42;41;27;24;2
774;22;5;1991;37;28;26;25;13
775;29;5;1991;42;35;23;21;20
776;5;6;1991;20;11;9;5;4
777;12;6;1991;36;31;21;12;7
778;19;6;1991;40;33;20;11;9
779;26;6;1991;32;20;18;13;3
780;3;7;1991;28;25;22;21;13
781;10;7;1991;36;35;29;22;10
782;17;7;1991;38;37;35;29;14
783;24;7;1991;42;40;19;14;2
784;31;7;1991;42;41;37;24;11
785;7;8;1991;34;32;14;10;5
786;14;8;1991;41;30;17;15;6
787;21;8;1991;41;38;29;13;10
788;28;8;1991;38;26;24;17;5
789;4;9;1991;42;40;36;34;27
790;11;9;1991;42;37;32;28;22
791;18;9;1991;40;25;23;21;12
792;25;9;1991;31;27;21;3;2
793;2;10;1991;25;21;10;8;1
794;9;10;1991;21;17;15;5;2
795;16;10;1991;42;39;29;14;2
796;23;10;1991;34;31;30;28;21
797;30;10;1991;33;28;21;19;12
798;6;11;1991;41;37;33;21;20
799;13;11;1991;39;37;18;12;2
800;20;11;1991;40;15;9;5;1
801;27;11;1991;41;40;10;6;1
802;4;12;1991;41;35;33;21;20
803;11;12;1991;40;14;6;2;1
804;18;12;1991;38;31;13;5;1
805;25;12;1991;31;29;26;22;15
806;1;1;1992;42;39;35;28;10
807;8;1;1992;23;19;13;8;3
808;15;1;1992;30;28;27;13;10
809;22;1;1992;32;24;20;14;1
810;29;1;1992;40;34;12;11;6
811;5;2;1992;18;12;6;3;1
812;12;2;1992;38;35;32;22;16
813;19;2;1992;39;30;17;11;5
814;26;2;1992;39;27;23;9;1
815;4;3;1992;38;36;24;18;4
816;11;3;1992;30;21;14;12;9
817;18;3;1992;35;34;23;9;6
818;25;3;1992;35;18;17;12;7
819;1;4;1992;40;35;34;33;21
820;8;4;1992;35;27;18;17;2
821;15;4;1992;24;23;17;12;11
822;22;4;1992;42;26;23;21;13
823;29;4;1992;42;33;26;16;12
824;6;5;1992;41;40;20;18;9
825;13;5;1992;39;22;16;5;3
826;20;5;1992;37;29;26;12;11
827;27;5;1992;33;27;23;19;10
828;3;6;1992;30;24;15;6;2
829;10;6;1992;38;30;20;15;4
830;17;6;1992;35;26;24;20;6
831;24;6;1992;32;31;29;9;1
832;1;7;1992;35;28;26;19;6
833;8;7;1992;40;21;20;19;16
834;15;7;1992;42;37;29;20;8
835;22;7;1992;36;21;20;19;9
836;29;7;1992;31;28;21;17;9
837;5;8;1992;29;24;19;7;6
838;12;8;1992;41;40;30;5;2
839;19;8;1992;27;23;19;16;11
840;26;8;1992;33;23;16;14;5
841;2;9;1992;40;36;20;13;10
842;9;9;1992;39;26;19;15;1
843;16;9;1992;32;27;19;15;13
844;23;9;1992;40;23;16;5;2
845;30;9;1992;42;36;20;8;3
846;7;10;1992;36;33;26;3;1
847;14;10;1992;36;24;23;20;12
848;21;10;1992;27;26;18;7;2
849;28;10;1992;34;19;17;12;1
850;4;11;1992;32;21;13;12;3
851;11;11;1992;38;28;12;9;8
852;18;11;1992;33;30;8;3;2
853;25;11;1992;36;35;30;10;9
854;2;12;1992;40;24;4;2;1
855;9;12;1992;33;28;21;19;8
856;16;12;1992;38;31;13;11;9
857;23;12;1992;25;22;21;17;3
858;30;12;1992;26;24;22;10;5
859;6;1;1993;42;34;32;14;13
860;13;1;1993;28;19;14;13;11
861;20;1;1993;37;36;35;33;5
862;27;1;1993;39;31;23;10;6
863;3;2;1993;37;34;33;26;8
864;10;2;1993;38;34;33;24;14
865;17;2;1993;26;21;18;10;3
866;24;2;1993;38;36;23;15;14
867;3;3;1993;38;33;28;13;1
868;10;3;1993;41;23;12;7;2
869;17;3;1993;33;31;19;10;4
870;24;3;1993;42;33;25;3;2
871;31;3;1993;42;39;24;20;2
872;7;4;1993;40;38;32;12;7
873;14;4;1993;30;25;13;11;5
874;21;4;1993;30;29;22;9;5
875;28;4;1993;42;32;30;12;6
876;5;5;1993;42;35;17;16;11
877;12;5;1993;40;39;15;11;5
878;19;5;1993;27;23;11;8;7
879;26;5;1993;36;31;29;27;8
880;2;6;1993;37;32;30;18;4
881;9;6;1993;29;15;9;6;2
882;16;6;1993;36;26;17;9;2
883;23;6;1993;29;19;18;13;4
884;30;6;1993;37;24;14;12;8
885;7;7;1993;31;19;14;7;2
886;14;7;1993;41;38;29;25;13
887;21;7;1993;27;26;8;6;3
888;28;7;1993;41;35;27;18;7
889;4;8;1993;31;25;19;13;6
890;11;8;1993;41;33;30;19;8
891;18;8;1993;35;25;19;18;11
892;25;8;1993;20;16;12;9;4
893;1;9;1993;38;28;24;16;11
894;8;9;1993;35;29;25;21;7
895;15;9;1993;36;24;17;13;6
896;22;9;1993;37;35;31;13;10
897;29;9;1993;41;40;37;30;27
898;6;10;1993;41;31;29;19;18
899;13;10;1993;40;34;30;23;2
900;20;10;1993;21;15;12;3;2
901;27;10;1993;33;30;29;24;12
902;3;11;1993;29;25;23;19;18
903;10;11;1993;32;23;21;13;10
904;17;11;1993;21;13;6;5;2
905;24;11;1993;21;11;9;8;6
906;1;12;1993;42;37;30;23;11
907;8;12;1993;33;19;16;15;13
908;15;12;1993;40;32;28;27;5
909;22;12;1993;35;34;31;20;3
910;29;12;1993;32;24;18;8;2
911;5;1;1994;31;30;19;11;5
912;12;1;1994;36;35;15;6;4
913;19;1;1994;36;32;31;25;20
914;26;1;1994;42;36;34;32;2
915;2;2;1994;41;32;25;16;7
916;9;2;1994;40;37;28;20;8
917;16;2;1994;42;35;33;29;21
918;23;2;1994;34;20;19;11;8
919;2;3;1994;40;15;13;12;7
920;9;3;1994;41;36;32;24;7
921;16;3;1994;37;35;33;27;12
922;23;3;1994;37;23;17;4;3
923;30;3;1994;28;18;11;8;4
924;6;4;1994;36;34;31;27;18
925;13;4;1994;28;18;14;10;2
926;20;4;1994;35;30;24;7;4
927;27;4;1994;41;40;38;15;6
928;4;5;1994;32;19;14;8;3
929;11;5;1994;34;33;10;8;1
930;18;5;1994;33;27;20;18;6
931;25;5;1994;39;23;15;14;13
932;1;6;1994;39;33;11;9;1
933;8;6;1994;40;25;18;14;13
934;15;6;1994;27;25;23;21;4
935;22;6;1994;41;30;27;18;10
936;29;6;1994;41;36;27;12;3
937;6;7;1994;31;25;18;15;11
938;13;7;1994;41;32;30;29;15
939;20;7;1994;39;37;26;16;11
940;27;7;1994;42;17;11;6;5
941;3;8;1994;41;26;18;14;8
942;10;8;1994;40;30;22;17;5
943;17;8;1994;36;33;25;21;8
944;24;8;1994;30;27;23;21;17
945;31;8;1994;37;30;23;16;2
946;7;9;1994;37;36;17;15;4
947;14;9;1994;35;32;29;18;7
948;21;9;1994;31;30;20;19;17
949;28;9;1994;37;23;20;19;16
950;5;10;1994;36;33;15;5;2
951;12;10;1994;38;37;31;23;3
952;19;10;1994;41;10;6;5;2
953;26;10;1994;41;35;31;27;17
954;2;11;1994;32;21;20;11;7
955;9;11;1994;36;29;28;9;2
956;16;11;1994;28;24;16;15;9
957;23;11;1994;40;28;25;17;3
958;30;11;1994;42;23;13;6;2
959;7;12;1994;22;17;10;8;7
960;14;12;1994;41;38;25;17;6
961;21;12;1994;34;32;31;29;25
962;28;12;1994;42;28;26;22;5
963;4;1;1995;40;34;22;8;1
964;7;1;1995;41;35;22;4;1
965;11;1;1995;36;22;20;11;5
966;14;1;1995;33;28;15;9;7
967;18;1;1995;32;31;30;19;15
968;21;1;1995;38;21;17;11;5
969;25;1;1995;41;31;14;13;4
970;28;1;1995;37;29;20;7;5
971;1;2;1995;41;38;27;7;4
972;4;2;1995;37;35;17;4;2
973;8;2;1995;41;20;17;3;2
974;11;2;1995;38;34;17;11;6
975;15;2;1995;39;30;16;6;4
976;18;2;1995;36;35;22;12;1
977;22;2;1995;28;27;23;7;6
978;25;2;1995;33;28;27;13;10
979;1;3;1995;41;35;21;9;4
980;4;3;1995;28;25;16;11;8
981;8;3;1995;33;31;20;19;1
982;11;3;1995;36;18;13;11;7
983;15;3;1995;42;15;14;12;7
984;18;3;1995;35;31;23;14;5
985;22;3;1995;35;13;10;3;1
986;25;3;1995;40;32;31;24;2
987;29;3;1995;41;34;24;20;4
988;1;4;1995;34;32;23;8;3
989;5;4;1995;42;33;26;12;4
990;8;4;1995;31;28;26;14;3
991;12;4;1995;39;30;25;7;4
992;15;4;1995;36;20;15;14;11
993;19;4;1995;32;26;20;11;7
994;22;4;1995;34;23;14;12;7
995;26;4;1995;42;29;22;19;1
996;29;4;1995;42;34;29;26;9
997;3;5;1995;42;41;34;24;20
998;6;5;1995;32;31;19;17;14
999;10;5;1995;37;29;23;19;5
1000;13;5;1995;41;39;30;21;17
1001;17;5;1995;40;39;34;26;17
1002;20;5;1995;27;22;13;11;3
1003;24;5;1995;42;34;19;16;11
1004;27;5;1995;30;27;22;18;2
1005;31;5;1995;26;23;21;16;4
1006;3;6;1995;29;21;17;6;1
1007;7;6;1995;32;29;12;8;3
1008;10;6;1995;41;35;24;22;17
1009;14;6;1995;34;33;32;29;9
1010;17;6;1995;29;27;21;8;2
1011;21;6;1995;40;32;26;18;3
1012;24;6;1995;35;27;21;20;15
1013;28;6;1995;42;22;11;10;5
1014;1;7;1995;37;31;17;16;9
1015;5;7;1995;37;27;12;9;6
1016;8;7;1995;42;40;39;21;10
1017;12;7;1995;37;35;25;21;8
1018;15;7;1995;29;17;16;14;8
1019;19;7;1995;39;38;17;6;5
1020;22;7;1995;42;14;11;8;4
1021;26;7;1995;40;32;22;10;3
1022;29;7;1995;40;33;25;24;13
1023;2;8;1995;33;31;18;12;9
1024;5;8;1995;41;27;21;15;3
1025;9;8;1995;35;32;17;9;4
1026;12;8;1995;42;40;37;18;13
1027;16;8;1995;40;37;27;22;13
1028;19;8;1995;34;24;22;7;1
1029;23;8;1995;36;30;27;26;18
1030;26;8;1995;41;39;38;36;24
1031;30;8;1995;39;34;23;6;5
1032;2;9;1995;33;28;23;20;3
1033;6;9;1995;41;29;28;26;20
1034;9;9;1995;30;19;15;14;6
1035;13;9;1995;35;30;19;18;11
1036;16;9;1995;37;30;29;9;3
1037;20;9;1995;35;33;24;17;13
1038;23;9;1995;40;11;5;4;2
1039;27;9;1995;42;41;38;25;17
1040;30;9;1995;37;12;11;7;5
1041;4;10;1995;38;33;20;13;6
1042;7;10;1995;41;25;23;13;7
1043;11;10;1995;40;25;18;16;3
1044;14;10;1995;39;33;10;8;4
1045;18;10;1995;34;26;20;13;7
1046;21;10;1995;41;38;31;20;9
1047;25;10;1995;39;21;16;4;1
1048;28;10;1995;38;36;27;17;5
1049;1;11;1995;39;26;18;4;2
1050;4;11;1995;40;37;21;18;15
1051;8;11;1995;33;21;13;8;1
1052;11;11;1995;39;32;19;15;12
1053;15;11;1995;40;16;14;8;1
1054;18;11;1995;42;35;17;14;8
1055;22;11;1995;39;26;22;9;4
1056;25;11;1995;42;32;22;16;13
1057;29;11;1995;30;22;18;16;5
1058;2;12;1995;32;19;18;13;8
1059;6;12;1995;35;33;24;18;7
1060;9;12;1995;42;25;16;7;4
1061;13;12;1995;39;28;23;22;21
1062;16;12;1995;29;22;16;9;4
1063;20;12;1995;37;26;24;22;20
1064;23;12;1995;39;33;13;7;3
1065;27;12;1995;38;20;18;12;4
1066;30;12;1995;25;23;18;11;7
1067;3;1;1996;38;27;26;23;4
1068;6;1;1996;28;23;17;15;3
1069;10;1;1996;36;34;26;19;11
1070;13;1;1996;33;30;17;11;9
1071;17;1;1996;35;31;29;12;5
1072;20;1;1996;41;30;25;18;4
1073;24;1;1996;38;29;20;16;4
1074;27;1;1996;29;27;20;17;16
1075;31;1;1996;41;27;20;5;4
1076;3;2;1996;39;34;31;23;12
1077;7;2;1996;39;37;13;5;1
1078;10;2;1996;34;26;21;9;7
1079;14;2;1996;39;22;11;9;3
1080;17;2;1996;36;33;21;18;8
1081;21;2;1996;41;39;31;13;11
1082;24;2;1996;31;30;25;21;2
1083;28;2;1996;37;18;17;10;9
1084;2;3;1996;40;36;29;19;17
1085;6;3;1996;42;24;23;11;10
1086;9;3;1996;23;10;8;7;1
1087;13;3;1996;42;35;16;5;2
1088;16;3;1996;35;24;20;10;7
1089;20;3;1996;37;24;12;9;7
1090;23;3;1996;29;24;10;5;1
1091;27;3;1996;37;32;30;18;1
1092;30;3;1996;42;28;19;11;4
1093;3;4;1996;25;23;22;16;4
1094;6;4;1996;24;23;21;11;7
1095;10;4;1996;28;23;16;10;5
1096;13;4;1996;38;34;30;19;10
1097;17;4;1996;39;35;17;13;3
1098;20;4;1996;33;18;17;10;8
1099;24;4;1996;39;37;31;30;12
1100;27;4;1996;38;37;35;29;20
1101;1;5;1996;37;31;21;19;4
1102;4;5;1996;34;25;22;15;12
1103;8;5;1996;41;14;10;8;5
1104;11;5;1996;38;32;29;21;13
1105;15;5;1996;30;11;10;5;4
1106;18;5;1996;42;36;14;11;2
1107;22;5;1996;37;29;23;17;6
1108;25;5;1996;37;31;28;10;9
1109;29;5;1996;34;33;27;16;12
1110;1;6;1996;38;17;15;5;2
1111;5;6;1996;39;34;33;29;1
1112;8;6;1996;36;32;31;10;7
1113;12;6;1996;36;32;30;25;7
1114;15;6;1996;38;30;22;18;11
1115;19;6;1996;37;29;26;8;6
1116;22;6;1996;36;23;22;21;10
1117;26;6;1996;28;25;22;21;20
1118;29;6;1996;30;21;15;9;3
1119;3;7;1996;41;33;21;19;6
1120;6;7;1996;41;37;35;27;20
1121;10;7;1996;36;32;25;21;1
1122;13;7;1996;33;23;22;15;9
1123;17;7;1996;32;25;21;16;10
1124;20;7;1996;34;29;21;11;3
1125;24;7;1996;41;30;19;14;13
1126;27;7;1996;36;28;16;15;9
1127;31;7;1996;39;36;27;13;10
1128;3;8;1996;39;25;21;11;6
1129;7;8;1996;39;38;13;9;2
1130;10;8;1996;41;40;9;6;3
1131;14;8;1996;37;27;26;17;5
1132;17;8;1996;41;39;29;28;27
1133;21;8;1996;33;30;27;22;2
1134;24;8;1996;42;37;36;26;7
1135;28;8;1996;34;32;30;29;25
1136;31;8;1996;37;36;22;20;15
1137;4;9;1996;40;31;29;22;12
1138;7;9;1996;38;19;18;16;8
1139;11;9;1996;41;27;22;21;6
1140;14;9;1996;31;18;17;8;4
1141;18;9;1996;40;29;15;13;12
1142;21;9;1996;32;22;14;6;2
1143;25;9;1996;24;22;7;6;2
1144;28;9;1996;37;33;31;28;1
1145;2;10;1996;38;30;24;21;1
1146;5;10;1996;37;33;12;6;2
1147;9;10;1996;33;32;30;22;15
1148;12;10;1996;32;14;4;3;2
1149;16;10;1996;42;36;18;4;3
1150;19;10;1996;30;21;18;15;6
1151;23;10;1996;36;34;32;22;15
1152;26;10;1996;32;28;26;16;8
1153;30;10;1996;36;22;20;7;3
1154;2;11;1996;37;35;24;16;13
1155;6;11;1996;35;27;17;8;7
1156;9;11;1996;38;21;20;19;7
1157;13;11;1996;37;35;28;18;8
1158;16;11;1996;39;34;30;26;21
1159;20;11;1996;39;23;18;6;1
1160;23;11;1996;38;35;28;17;6
1161;27;11;1996;38;29;17;15;14
1162;30;11;1996;38;34;7;6;3
1163;4;12;1996;33;27;23;18;9
1164;7;12;1996;39;28;15;14;8
1165;11;12;1996;33;22;11;9;1
1166;14;12;1996;41;40;22;14;7
1167;18;12;1996;29;26;24;22;20
1168;21;12;1996;34;31;30;22;5
1169;25;12;1996;28;19;15;11;1
1170;28;12;1996;40;30;23;19;14
1171;1;1;1997;39;34;30;15;5
1172;4;1;1997;42;39;27;8;7
1173;8;1;1997;14;13;8;7;2
1174;11;1;1997;40;38;37;33;6
1175;15;1;1997;37;30;15;5;1
1176;18;1;1997;41;31;22;20;9
1177;22;1;1997;38;21;16;12;3
1178;25;1;1997;29;26;17;9;2
1179;29;1;1997;29;26;25;17;3
1180;1;2;1997;38;36;35;21;4
1181;5;2;1997;41;34;17;14;2
1182;8;2;1997;42;31;28;26;24
1183;12;2;1997;39;18;11;8;7
1184;15;2;1997;35;31;23;15;3
1185;19;2;1997;35;32;31;26;20
1186;22;2;1997;21;19;18;14;4
1187;26;2;1997;39;31;26;17;11
1188;1;3;1997;31;30;27;15;5
1189;5;3;1997;42;38;22;11;6
1190;8;3;1997;30;26;19;4;1
1191;12;3;1997;39;31;25;7;4
1192;15;3;1997;36;29;13;12;4
1193;19;3;1997;29;24;4;3;1
1194;22;3;1997;26;23;17;7;4
1195;26;3;1997;29;25;18;17;14
1196;29;3;1997;41;40;27;14;9
1197;2;4;1997;34;22;15;9;1
1198;5;4;1997;42;38;29;23;22
1199;9;4;1997;38;32;25;8;6
1200;12;4;1997;40;29;11;3;2
1201;16;4;1997;30;26;22;16;15
1202;19;4;1997;15;11;9;8;6
1203;23;4;1997;40;39;30;27;21
1204;26;4;1997;28;26;18;7;2
1205;30;4;1997;39;38;23;22;1
1206;3;5;1997;41;36;34;30;29
1207;7;5;1997;40;36;30;23;3
1208;10;5;1997;30;29;22;15;13
1209;14;5;1997;42;35;30;26;9
1210;17;5;1997;40;33;26;23;14
1211;21;5;1997;39;33;25;23;5
1212;24;5;1997;34;23;20;14;11
1213;28;5;1997;26;19;14;10;5
1214;31;5;1997;42;37;30;21;14
1215;4;6;1997;29;28;22;11;2
1216;7;6;1997;39;37;32;25;1
1217;11;6;1997;37;30;28;26;5
1218;14;6;1997;41;26;18;13;1
1219;18;6;1997;40;22;20;8;5
1220;21;6;1997;35;25;14;2;1
1221;25;6;1997;41;21;8;7;6
1222;28;6;1997;33;16;15;9;5
1223;2;7;1997;42;39;35;27;14
1224;5;7;1997;30;22;16;15;4
1225;9;7;1997;32;10;7;2;1
1226;12;7;1997;37;29;23;17;5
1227;16;7;1997;39;30;25;24;5
1228;19;7;1997;37;26;20;13;8
1229;23;7;1997;38;34;30;21;15
1230;26;7;1997;42;29;22;3;1
1231;30;7;1997;40;25;20;17;10
1232;2;8;1997;35;32;27;22;14
1233;6;8;1997;39;36;30;26;6
1234;9;8;1997;40;28;23;16;1
1235;13;8;1997;41;33;20;14;10
1236;16;8;1997;35;28;25;9;7
1237;20;8;1997;30;21;15;7;4
1238;23;8;1997;23;22;19;9;5
1239;27;8;1997;32;17;7;5;1
1240;30;8;1997;33;27;19;18;15
1241;3;9;1997;35;23;21;8;4
1242;6;9;1997;39;23;21;9;6
1243;10;9;1997;36;26;21;14;10
1244;13;9;1997;35;32;26;11;7
1245;17;9;1997;23;6;5;2;1
1246;20;9;1997;42;37;29;8;1
1247;24;9;1997;39;34;15;10;9
1248;27;9;1997;41;34;28;22;12
1249;1;10;1997;36;34;32;16;14
1250;4;10;1997;30;24;16;9;1
1251;8;10;1997;35;25;24;13;11
1252;11;10;1997;42;40;36;26;25
1253;15;10;1997;41;24;22;16;2
1254;18;10;1997;41;16;10;7;6
1255;22;10;1997;28;19;14;12;2
1256;25;10;1997;39;24;11;10;9
1257;29;10;1997;30;25;18;8;1
1258;1;11;1997;33;28;21;17;10
1259;5;11;1997;42;34;32;8;3
1260;8;11;1997;20;7;6;5;3
1261;12;11;1997;29;28;24;13;1
1262;15;11;1997;34;27;11;7;4
1263;19;11;1997;24;21;15;8;3
1264;22;11;1997;39;37;25;19;7
1265;26;11;1997;40;31;28;25;10
1266;29;11;1997;33;25;18;15;7
1267;3;12;1997;19;18;11;10;2
1268;6;12;1997;35;18;8;5;4
1269;10;12;1997;18;15;13;5;4
1270;13;12;1997;18;9;8;7;1
1271;17;12;1997;38;35;10;6;3
1272;20;12;1997;37;25;16;12;1
1273;24;12;1997;31;30;29;22;6
1274;27;12;1997;40;22;17;9;2
1275;31;12;1997;41;39;35;18;13
1276;3;1;1998;31;16;13;10;5
1277;7;1;1998;33;28;27;20;11
1278;10;1;1998;40;38;29;22;5
1279;14;1;1998;39;21;19;17;11
1280;17;1;1998;39;36;28;18;6
1281;26;8;2000;41;39;33;31;15
1282;30;8;2000;42;34;19;8;2
1283;2;9;2000;36;23;17;15;6
1284;6;9;2000;29;16;14;8;2
1285;9;9;2000;33;31;30;29;18
1286;13;9;2000;39;35;21;15;8
1287;16;9;2000;35;25;17;14;4
1288;20;9;2000;41;34;33;29;24
1289;23;9;2000;41;29;23;17;4
1290;27;9;2000;34;32;30;18;17
1291;30;9;2000;42;41;36;21;8
1292;4;10;2000;33;29;17;6;5
1293;7;10;2000;30;22;16;15;7
1294;11;10;2000;36;27;23;19;7
1295;14;10;2000;33;32;31;19;5
1296;18;10;2000;33;30;26;21;2
1297;21;10;2000;41;38;37;33;10
1298;25;10;2000;38;36;25;23;19
1299;28;10;2000;28;21;17;13;11
1300;1;11;2000;35;25;14;11;7
1301;4;11;2000;30;27;15;10;7
1302;8;11;2000;39;35;31;23;14
1303;11;11;2000;41;39;38;13;5
1304;15;11;2000;41;36;27;21;9
1305;18;11;2000;34;28;27;26;3
1306;22;11;2000;32;31;29;8;4
1307;25;11;2000;40;14;12;5;4
1308;29;11;2000;40;28;26;22;19
1309;2;12;2000;22;17;11;10;7
1310;6;12;2000;33;27;18;12;6
1311;9;12;2000;33;29;15;7;2
1312;13;12;2000;42;40;25;24;6
1313;16;12;2000;36;29;21;18;5
1314;20;12;2000;39;35;28;20;1
1315;23;12;2000;34;14;13;6;4
1316;27;12;2000;41;36;20;7;6
1317;30;12;2000;38;37;24;21;16
1318;3;1;2001;40;25;20;8;5
1319;6;1;2001;41;29;23;9;3
1320;10;1;2001;38;30;28;22;5
1321;13;1;2001;41;34;22;15;11
1322;17;1;2001;24;20;18;10;9
1323;20;1;2001;41;34;30;24;10
1324;24;1;2001;34;19;15;9;3
1325;27;1;2001;40;30;12;9;2
1326;31;1;2001;38;18;12;9;1
1327;3;2;2001;23;20;19;18;16
1328;7;2;2001;30;24;12;7;1
1329;10;2;2001;38;34;13;12;11
1330;14;2;2001;30;24;23;7;3
1331;17;2;2001;30;27;25;8;1
1332;21;2;2001;40;31;24;18;13
1333;24;2;2001;40;39;33;8;7
1334;28;2;2001;28;15;13;4;1
1335;3;3;2001;40;27;19;18;13
1336;7;3;2001;42;28;24;18;16
1337;10;3;2001;40;30;26;22;9
1338;14;3;2001;29;28;11;10;1
1339;17;3;2001;38;36;31;16;9
1340;21;3;2001;34;23;22;13;11
1341;24;3;2001;31;29;17;3;2
1342;28;3;2001;21;20;13;10;2
1343;31;3;2001;39;30;29;18;12
1344;4;4;2001;42;24;10;5;2
1345;7;4;2001;33;23;17;12;2
1346;11;4;2001;41;35;32;24;6
1347;14;4;2001;38;37;21;19;5
1348;18;4;2001;31;30;26;21;3
1349;21;4;2001;21;17;10;5;1
1350;25;4;2001;42;27;25;24;17
1351;28;4;2001;41;39;23;16;6
1352;2;5;2001;27;26;20;10;1
1353;5;5;2001;33;30;25;21;11
1354;9;5;2001;37;26;25;4;1
1355;12;5;2001;42;37;33;21;10
1356;16;5;2001;28;27;21;2;1
1357;19;5;2001;23;10;8;7;4
1358;23;5;2001;42;36;11;7;2
1359;26;5;2001;29;24;17;16;9
1360;30;5;2001;28;21;15;12;7
1361;2;6;2001;33;30;16;14;12
1362;6;6;2001;36;34;11;10;6
1363;9;6;2001;35;29;16;2;1
1364;13;6;2001;40;39;34;19;6
1365;16;6;2001;42;39;37;14;8
1366;20;6;2001;31;20;15;8;3
1367;23;6;2001;36;32;31;26;24
1368;27;6;2001;39;36;35;32;30
1369;30;6;2001;42;30;18;11;6
1370;4;7;2001;42;28;8;3;2
1371;7;7;2001;42;31;27;17;1
1372;11;7;2001;39;34;26;11;8
1373;14;7;2001;37;31;24;6;2
1374;18;7;2001;37;30;29;28;9
1375;21;7;2001;41;35;14;13;11
1376;25;7;2001;29;22;19;10;7
1377;28;7;2001;42;39;38;33;8
1378;1;8;2001;34;19;11;3;2
1379;4;8;2001;18;11;10;5;2
1380;8;8;2001;36;30;28;16;2
1381;11;8;2001;42;38;36;31;8
1382;15;8;2001;42;21;20;19;17
1383;18;8;2001;39;38;34;22;10
1384;22;8;2001;39;37;29;23;10
1385;25;8;2001;38;34;28;14;8
1386;29;8;2001;42;36;29;28;4
1387;1;9;2001;24;21;11;9;2
1388;5;9;2001;36;16;4;3;2
1389;8;9;2001;39;28;26;23;1
1390;12;9;2001;34;24;10;7;2
1391;15;9;2001;40;30;28;20;13
1392;19;9;2001;39;32;8;5;2
1393;22;9;2001;39;31;27;17;13
1394;26;9;2001;32;30;26;6;1
1395;29;9;2001;34;23;21;13;6
1396;3;10;2001;37;29;20;12;6
1397;6;10;2001;33;29;16;8;1
1398;10;10;2001;40;12;11;5;2
1399;13;10;2001;23;19;10;8;1
1400;17;10;2001;42;39;17;15;7
1401;20;10;2001;42;37;36;23;1
1402;24;10;2001;23;15;12;8;6
1403;27;10;2001;24;22;21;11;3
1404;31;10;2001;40;34;33;26;18
1405;3;11;2001;38;31;20;16;4
1406;7;11;2001;42;27;24;10;5
1407;10;11;2001;36;28;27;14;4
1408;14;11;2001;42;38;31;5;2
1409;17;11;2001;42;33;25;23;10
1410;21;11;2001;42;34;33;14;8
1411;24;11;2001;38;36;34;28;7
1412;28;11;2001;42;27;26;17;16
1413;1;12;2001;25;19;14;13;4
1414;5;12;2001;31;22;12;5;3
1415;8;12;2001;40;33;29;18;7
1416;12;12;2001;37;23;14;9;5
1417;15;12;2001;40;27;22;17;10
1418;19;12;2001;39;35;34;21;4
1419;22;12;2001;26;24;21;18;2
1420;26;12;2001;23;22;19;17;13
1421;29;12;2001;29;20;13;9;6
1422;2;1;2002;40;33;15;8;6
1423;5;1;2002;40;26;15;13;4
1424;9;1;2002;36;17;16;11;5
1425;12;1;2002;40;27;21;20;17
1426;16;1;2002;42;36;35;22;21
1427;19;1;2002;38;33;32;30;2
1428;23;1;2002;35;31;18;10;9
1429;26;1;2002;38;35;29;22;2
1430;30;1;2002;42;25;19;5;3
1431;2;2;2002;42;39;19;6;2
1432;6;2;2002;37;21;14;9;4
1433;9;2;2002;37;23;18;17;2
1434;13;2;2002;30;27;23;5;1
1435;16;2;2002;37;33;31;20;18
1436;20;2;2002;41;29;27;23;16
1437;23;2;2002;40;32;9;7;5
1438;27;2;2002;36;32;29;27;20
1439;2;3;2002;42;34;33;15;13
1440;6;3;2002;29;12;10;5;3
1441;9;3;2002;40;39;33;23;20
1442;13;3;2002;42;37;24;17;12
1443;16;3;2002;40;33;6;3;2
1444;20;3;2002;40;38;19;14;6
1445;23;3;2002;38;35;32;7;1
1446;27;3;2002;36;24;10;9;4
